Concept_Level_2,Concept_Level_1,Concept_Level_0,Rule Name (Old) , The Questions,Rule_Question Number (Keep!),Concept Class
Contractions,Haven't,Haven't,"Haven't, Don't","{""0"":""I {haven't} tried the cheese.""}",1870,Grammar Concepts
Contractions,Haven't,Haven't,,"{""0"":""I {haven't} visited the Eiffel Tower.""}",306,Grammar Concepts
Contractions,I'm,I'm,"I'm, You're, Let's","{""0"":""{I'm} not sure we should be here.""}",1856,Grammar Concepts
Contractions,I'm,I'm,"I'm, You're, Let's","{""0"":""{I'm} going horseback riding this weekend.""}",1857,Grammar Concepts
Contractions,I'm,I'm,,"{""0"":""{I'm} really excited to go to college.""}",1854,Grammar Concepts
Contractions,I'm,I'm,,"{""0"":""{I'm} going to visit my uncle in New York.""}",1855,Grammar Concepts
Contractions,I've,I've,I've,"{""0"":""{I've} Irregular Past Participles: Been seeing some strange things recently.""}",1842,Grammar Concepts
Contractions,I've,I've,I've,"{""0"":""{I've} never Irregular Past Participles: Been here before.""}",1843,Grammar Concepts
Contractions,I've,I've,"I've, That's, It's","{""0"":""{I've} never Irregular Past Participles: Been so happy to get home.""}",1844,Grammar Concepts
Contractions,I've,I've,"I've, That's, It's","{""0"":""If you like marzipan, then {I've} got a treat for you.""}",1845,Grammar Concepts
Determiners,Indefinite Articles,A,A,"{""0"":""Houston, we have {a} problem.""}",536,Grammar Concepts
Determiners,Indefinite Articles,A,A,"{""0"":""I think I hear {a} woodpecker.""}",1528,Grammar Concepts
Determiners,Indefinite Articles,A,A,"{""0"":""Houston, we have {a} problem.""}",1529,Grammar Concepts
Determiners,Indefinite Articles,A,A vs. An,"{""0"":""Music is {a} pastime of mine.""}",1569,Grammar Concepts
Determiners,Indefinite Articles,An,A vs. An,"{""0"":""There has to be {an} easier way.""}",1570,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An","{""0"":""I can't drive {a} car yet.""}",1530,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An","{""0"":""{A} magician doesn't reveal his tricks.""}",1531,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An","{""0"":""Commas for Commas for Yes and No and Noterday, I learned how to ride {a} bike.""}",1532,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An","{""0"":""Did anybody see {a} giraffe nearby?""}",1533,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An","{""0"":""There is {a} lioness protecting her cubs.""}",1534,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An","{""0"":""{A} snake slithered across the path.""}",1535,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An","{""0"":""My friend bought me {a} top hat for graduation.""}",1536,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An","{""0"":""We will need {a} big turkey for the stew.""}",1537,Grammar Concepts
Determiners,Indefinite Articles,An,"A, An","{""0"":""There's {an} open box on the table.""}",1538,Grammar Concepts
Determiners,Indefinite Articles,An,"A, An","{""0"":""They went to {an} ice skating rink.""}",1539,Grammar Concepts
Determiners,Indefinite Articles,An,"A, An","{""0"":""There is {an} easy way to solve this problem.""}",1540,Grammar Concepts
Determiners,Indefinite Articles,An,"A, An","{""0"":""There is {an} elephant on the plane, so be careful.""}",1541,Grammar Concepts
Determiners,Indefinite Articles,An,"A, An","{""0"":""I saw {an} opportunity, so I took it.""}",1542,Grammar Concepts
Determiners,Indefinite Articles,An,"A, An","{""0"":""Did you know that Salvador Dali owned {an} anteater?""}",1543,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An, The","{""0"":""Jayson is kind of {a} burly guy.""}",1563,Grammar Concepts
Determiners,Indefinite Articles,A,"A, An, The","{""0"":""There is {a} concert I want to attend.""}",1564,Grammar Concepts
Determiners,Indefinite Articles,An,"A, An, The","{""0"":""There has to be {an} easy way out of this complex.""}",1565,Grammar Concepts
Determiners,Indefinite Articles,An,"A, An, The","{""0"":""Travelling is {an} incredible experience.""}",1566,Grammar Concepts
Determiners,Indefinite Articles,A,An,"{""0"":""An ostrich is {a} large bird.""}",1544,Grammar Concepts
Determiners,Indefinite Articles,An,An,"{""0"":""{An} apple a day keeps the doctor away.""}",1545,Grammar Concepts
Nouns & Pronouns,Intensive Pronouns,Intensive Pronouns,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""Graham read the whole book {himself}.""}",2008,Grammar Concepts
Nouns & Pronouns,Intensive Pronouns,Intensive Pronouns,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""The only way for you to get something done is to do it {yourself}.""}",2009,Grammar Concepts
Nouns & Pronouns,Intensive Pronouns,Intensive Pronouns,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""Linda did all the filing {herself}.""}",2010,Grammar Concepts
Nouns & Pronouns,Intensive Pronouns,Intensive Pronouns,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""If you can't help clean the kitchen, we will just do it {ourselves}.""}",2011,Grammar Concepts
Nouns & Pronouns,Intensive Pronouns,Intensive Pronouns,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""I've never tried eel {myself}, but I have heard it is healthy.""}",2012,Grammar Concepts
Nouns & Pronouns,Intensive Pronouns,Intensive Pronouns,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""I thought the movie was good, but you should see it {yourself}.""}",2013,Grammar Concepts
Nouns & Pronouns,Intensive Pronouns,Intensive Pronouns,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""His family built the tree house {themselves}.""}",2014,Grammar Concepts
Nouns & Pronouns,Intensive Pronouns,Himself,Intensive Pronouns vs. Reflexive Pronouns,"{""0"":""Gary {himself} arranged the desks.""}",2007,Grammar Concepts
Punctuation,Introductory Words,However,Introductory Words: However,"{""0"":""We go apple picking in the fall. {Introductory Words: However,} this year it was too cold.""}",715,Grammar Concepts
Punctuation,Introductory Words,However,Introductory Words: However,"{""0"":""We go apple picking in the fall. {Introductory Words: However,} this year it was too cold.""}",1945,Grammar Concepts
Punctuation,Introductory Words,However,Introductory Words: However,"{""0"":""Strawberries are my favorite. {Introductory Words: However,} I don't eat them all the time.""}",1946,Grammar Concepts
Punctuation,Introductory Words,However,"Introductory Words: However, Introductory Words: Still","{""0"":""I wish I could have three dogs. {Introductory Words: However,} they would be very expensive.""}",1947,Grammar Concepts
Punctuation,Introductory Words,However,"Introductory Words: However, Introductory Words: Still","{""0"":""I think you are correct. {Introductory Words: However,} I am going to look it up just to be sure.""}",1948,Grammar Concepts
Punctuation,Introductory Words,However,"Introductory Words: However, Introductory Words: Still","{""0"":""We arrived early. {Introductory Words: However,} there were no more tickets.""}",1949,Grammar Concepts
Punctuation,Introductory Words,Still,"Introductory Words: However, Introductory Words: Still","{""0"":""I don't like sweets very much. {Introductory Words: Still,} I like sugar in my coffee.""}",1950,Grammar Concepts
Punctuation,Introductory Words,Still,"Introductory Words: However, Introductory Words: Still","{""0"":""I am very tired. {Introductory Words: Still,} I can study for a little while.""}",1951,Grammar Concepts
Punctuation,Introductory Words,Still,"Introductory Words: However, Introductory Words: Still","{""0"":""She is very rude. {Introductory Words: Still,} I think she is funny.""}",1952,Grammar Concepts
Punctuation,Introductory Words,Still,Introductory Words: Still,"{""0"":""He can't sing well. {Introductory Words: Still,} he practices Every Day.""}",1953,Grammar Concepts
Punctuation,Introductory Words,Still,Introductory Words: Still,"{""0"":""The weather was bad today. {Introductory Words: Still,} we had a great time.""}",1954,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Deer,Deer,"{""0"":""Some {deer} have visited our backyard.""}",267,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Deer,Deer,"{""0"":""When driving, watch out for {deer} crossing the road.""}",1649,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Nouns Ending with ""F""",Ends with \\\\f\\\\,"{""0"":""I'll have three {loaves} of bread, please.""}",1613,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Nouns Ending with ""Fe""",Ends with \\\\fe\\\\,"{""0"":""Some Irregular Nouns: People dedicate their {lives} to a greater cause.""}",1606,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Nouns Ending with ""O""",Ends with \\\\o\\\\,"{""0"":""How many {potatoes} are you going to buy?""}",1614,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Feet,"Feet, Teeth","{""0"":""The fish was at least three {feet} long.""}",1624,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Feet,"Feet, Teeth","{""0"":""What other animals walk on two {feet}?""}",1625,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Foot,"Feet, Teeth","{""0"":""The shoe is tight on my left {foot}.""}",1629,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Teeth,"Feet, Teeth","{""0"":""Sharks lose hundreds of {teeth} every year.""}",1626,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Teeth,"Feet, Teeth","{""0"":""I just had all of my wisdom {teeth} pulled.""}",1627,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Tooth,"Feet, Teeth","{""0"":""I have a sweet {tooth}.""}",1628,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Feet,Foot vs. Feet,"{""0"":""I have two {feet}.""}",1623,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Child,Irregular Nouns: Child vs. Irregular Nouns: Children,"{""0"":""Are you an only {Irregular Nouns: Child}?""}",1632,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Children,Irregular Nouns: Child vs. Irregular Nouns: Children,"{""0"":""There are some {Irregular Nouns: Children} living near the school.""}",1631,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Child,"Irregular Nouns: Children, Irregular Nouns: People","{""0"":""It is important for a {Irregular Nouns: Child} to get exercise.""}",1638,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Children,"Irregular Nouns: Children, Irregular Nouns: People","{""0"":""How many {Irregular Nouns: Children} do you have in the class?""}",1633,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Children,"Irregular Nouns: Children, Irregular Nouns: People","{""0"":""Some {Irregular Nouns: Children} don't know how to share.""}",1634,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,People,"Irregular Nouns: Children, Irregular Nouns: People","{""0"":""How many {Irregular Nouns: People} are showing up to the party?""}",1635,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,People,"Irregular Nouns: Children, Irregular Nouns: People","{""0"":""These streets are constantly bustling with {Irregular Nouns: People}.""}",1636,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Person,"Irregular Nouns: Children, Irregular Nouns: People","{""0"":""My aunt is a great {Irregular Nouns: Person}.""}",1637,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,People,Irregular Nouns: Person vs. Irregular Nouns: People,"{""0"":""Where are all the {Irregular Nouns: People} going to be staying tonight?""}",1639,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Person,Irregular Nouns: Person vs. Irregular Nouns: People,"{""0"":""He was my favorite {Irregular Nouns: Person} there.""}",1640,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Men,Man vs. Men,"{""0"":""How many {men} are going with you?""}",1615,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Men,"Man, Woman","{""0"":""There is one door marked for {men}, and one for women.""}",1616,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Men,"Man, Woman","{""0"":""Two nice {men} helped me find my wallet.""}",1617,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Men,"Man, Woman","{""0"":""The three {men} camped all week.""}",1621,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Women,"Man, Woman","{""0"":""The US Introductory Words: Still has not elected a {woman} president.""}",1618,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Women,"Man, Woman","{""0"":""The {woman} has an adorable puppy.""}",1619,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Women,"Man, Woman","{""0"":""There were more {women} than men.""}",1620,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Women,"Man/Men, Woman/Women-2","{""0"":""Those {women} were hilarious.""}",1622,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Deer,"Mice, Goose, Deer","{""0"":""We once hiked by a couple of {deer} on this trail.""}",1646,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Deer,"Mice, Goose, Deer","{""0"":""Some {deer} have visited our backyard.""}",1647,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Geese,"Mice, Goose, Deer","{""0"":""The flock of {geese} soared into the sky.""}",1645,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Goose,"Mice, Goose, Deer","{""0"":""My dog chased a {goose} in the park.""}",1644,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Mice,"Mice, Goose, Deer","{""0"":""I had some pet {mice} when I was a kid.""}",1642,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Mice,"Mice, Goose, Deer","{""0"":""Some {mice} laugh when they are tickled.""}",1643,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Mice,Mouse vs. Mice,"{""0"":""There is a family of {mice} living behind the walls.""}",1641,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Geese,"Mouse/Mice, Geese/Goose, Deer/Deer-2","{""0"":""His flock of pet {geese} lined up to follow him.""}",1648,Grammar Concepts
Nouns & Pronouns,Irregular Nouns,Teeth,Tooth vs. Teeth,"{""0"":""Have you lost all of your baby {teeth} yet?""}",1630,Grammar Concepts
Verbs,Irregular Past Participles,Gone,Gone,"{""0"":""I have {gone} down this road before.""}",1916,Grammar Concepts
Verbs,Irregular Past Participles,Gone,Gone,"{""0"":""Josh has {gone} overseas for a job interview.""}",1917,Grammar Concepts
Verbs,Irregular Past Participles,Hid,Hid,"{""0"":""The possum {hid} in our backyard during the day.""}",964,Grammar Concepts
Verbs,Irregular Past Participles,Hid,Hid,"{""0"":""The magpie {hid} its food in a little hole.""}",1454,Grammar Concepts
Verbs,Irregular Past Participles,Hid,Hid,"{""0"":""We {hid} from our camp counselor as long as we could.""}",1455,Grammar Concepts
Verbs,Irregular Past Participles,Been,Irregular Past Participles: Been,"{""0"":""I wish you could have {Irregular Past Participles: Been} there.""}",1943,Grammar Concepts
Verbs,Irregular Past Participles,Been,Irregular Past Participles: Been,"{""0"":""Have you {Irregular Past Participles: Been} to Ecuador before?""}",1944,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,Irregular Past Participles: Eaten,"{""0"":""That half {Irregular Past Participles: Eaten} apple looks rotten.""}",1941,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,Irregular Past Participles: Eaten,"{""0"":""Have you {Irregular Past Participles: Eaten} squid before?""}",1942,Grammar Concepts
Verbs,Irregular Past Participles,Been,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""It has {Irregular Past Participles: Been} a pleasure meeting you.""}",1930,Grammar Concepts
