entry,type,Curriculum Assigned Optimal Status,label,Optional - Curriculum Label,Optional - Highlight,Optional - AutoML Label,Optional - AutoML Primary Feedback,Optional - AutoML Secondary Feedback
if they really quiet.,prompt,suboptimal,Label_5,,,,,
"they hear sounds that could be eerie and quiet,",prompt,suboptimal,Label_5,,,,,
they sound eeerie and noiseless.,test,suboptimal,Label_5,,,,,
they can be erie and really quiet.,prompt,suboptimal,Label_5,,,,,
there are quiet sounds might be what they hear.,prompt,suboptimal,Label_5,,,,,
there could be completely silent.,prompt,suboptimal,Label_5,,,,,
they hear quiet and spooky sounds.,prompt,suboptimal,Label_5,,,,,
"they hear some reefs will sound spooky and eerie,",test,suboptimal,Label_5,,,,,
they hear a reef could be spooky and silent.,prompt,suboptimal,Label_5,,,,,
they hear sounds spooky and really quiet.,prompt,suboptimal,Label_5,,,,,
if they hear coral can be spooky and have no sounds,prompt,suboptimal,Label_5,,,,,
if they hear spooky and lack of sound might be what they hear.,prompt,suboptimal,Label_5,,,,,
if they hear a lack of sound.,test,suboptimal,Label_5,,,,,
the reefs can be really quiet.,prompt,suboptimal,Label_5,,,,,
it can tells them if anything lives there if there are noises.,prompt,suboptimal,Label_6,,,,,
"You can hear the sounds that animals make to communicate: clicks, pops, whoops, growls, and croaks. These sounds are used by underwater animals to communicate with one another and to find food. They also play important roles for marine animals, which use sound to attract mates and find food.",prompt,suboptimal,Label_6,,,,,
"You can hear the sounds that animals make to communicate: clicks, pops, whoops, growls, and croaks ;",prompt,suboptimal,Label_6,,,,,
"you can hear pops, clicks, whoops, growls, and croaks.",test,suboptimal,Label_6,,,,,
"you can hear pops, clicks, whoops, growls, and croaks that animals use to communicate",prompt,suboptimal,Label_6,,,,,
"Yes, in coral reefs, marine animals such as parrotfish, angelfish, and groupers use sounds to communicate and find food.",prompt,suboptimal,Label_6,,,,,
"Yes, in coral reefs, marine animals such as parrotfish, angelfish, and groupers use sounds to communicate and find food",prompt,suboptimal,Label_6,,,,,
underwater animals use sounds to communicate with each other,prompt,suboptimal,Label_6,,,,,
to see if the reef houses lots of animal or none.,test,suboptimal,Label_6,,,,,
to better understand them and listen to all the animals that make nosies.,prompt,suboptimal,Label_6,,,,,
those sounds serve as an important purpose.,prompt,suboptimal,Label_6,,,,,
they're signs sea animals are communicating.,prompt,suboptimal,Label_6,,,,,
they'll understand if marine animals are using the coral reef.,prompt,suboptimal,Label_6,,,,,
they will show how man animals are near them.,test,suboptimal,Label_6,,,,,
they use these sounds to help attract mates and communicate.,prompt,suboptimal,Label_6,,,,,
they use them to find food and attract mates.,prompt,suboptimal,Label_6,,,,,
they use sound to communicate.,prompt,suboptimal,Label_6,,,,,
"they use sound to attract mates, find food, and communicate.",prompt,suboptimal,Label_6,,,,,
they serve important roles for marine animals who use sound to find food and attract mates,test,suboptimal,Label_6,,,,,
"they serve as communication, to find food and to attract mates.",prompt,suboptimal,Label_6,,,,,
"they serve an important purpose and it helps marine animals find food,communicate and attract mates.",prompt,suboptimal,Label_6,,,,,
they serve an important purpose,prompt,suboptimal,Label_6,,,,,
"They provide hints to scientists about the ways in which animals seek food, communicate, and locate partners.",prompt,suboptimal,Label_6,,,,,
"They provide hints to scientists about how animals locate food, communicate, and attract partners.",test,suboptimal,Label_6,,,,,
"They provide hints to scientists about how animals communicate, locate food, and draw in partners.",prompt,suboptimal,Label_6,,,,,
they make popping sounds.,prompt,suboptimal,Label_6,,,,,
"They help aquatic life locate food, get new partners, and communicate.",prompt,suboptimal,Label_6,,,,,
"They help aquatic life locate food, entice  partners, and communicate.",prompt,suboptimal,Label_6,,,,,
"They help aquatic creatures communicate, locate new food, and draw partners.",test,suboptimal,Label_6,,,,,
"They help aquatic creatures communicate, locate food, and draw partners.",prompt,suboptimal,Label_6,,,,,
"they hear sounds of pops,clicks,whoops,growls and croaks.",prompt,suboptimal,Label_6,,,,,
they give scientists clues about how animals communicate find food and attract mates.,prompt,suboptimal,Label_6,,,,,
they communicate through sounds so they need to know what they're saying so they can better protect the reefs.,prompt,suboptimal,Label_6,,,,,
They can tell when they are eating.,test,suboptimal,Label_6,,,,,
they can see how much the animals are eating.,prompt,suboptimal,Label_6,,,,,
"they can hear the pops, clicks, whoops, growls, and croaks and it's serve an important purpose for marine to find food.",prompt,suboptimal,Label_6,,,,,
"they can hear pops, clicks, whoops, growls, and croaks.",prompt,suboptimal,Label_6,,,,,
"They are used by marine creatures for things like communication, food acquisition, and courtship.",prompt,suboptimal,Label_6,,,,,
"They are used by marine creatures for communication, food acquisition, and courtship.",test,suboptimal,Label_6,,,,,
they are used by marine animals to find food,prompt,suboptimal,Label_6,,,,,
They are used as signals by marine life.,prompt,suboptimal,Label_6,,,,,
they are sounds that indicate if the reef has life.,prompt,suboptimal,Label_6,,,,,
They are signals used by aquatic creatures.,prompt,suboptimal,Label_6,,,,,
"these sounds serve and important purpose they use them to find food, attract mates, and communicate.",test,suboptimal,Label_6,,,,,
these sounds serve an important purpose.,prompt,suboptimal,Label_6,,,,,
these sounds serve an important purpose.,prompt,suboptimal,Label_6,,,,,
"these sounds serve an important purpose,marine animals use them to find food,attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
These noises have a very useful function.,prompt,suboptimal,Label_6,,,,,
These noises have a significant function.,test,suboptimal,Label_6,,,,,
"the use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
the sounds show how many animals are in the reef.,prompt,suboptimal,Label_6,,,,,
"the sounds serve as a way for coral reefs to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
the sounds serve an important purpose.,prompt,suboptimal,Label_6,,,,,
the sounds serve an important purpose.,test,suboptimal,Label_6,,,,,
"the sounds serve an important purpose even though it helps marine animals find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"the sounds serve an important purpose because it helps marine animals find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"the sounds serve a purpose to many animal lives within the water to help find food, communicate, or attract mates.",prompt,suboptimal,Label_6,,,,,
"the sound the coral reef make is used to find food and attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"the sound helps animals find food, attract mates and communicate.",test,suboptimal,Label_6,,,,,
"the sound can help the marine animals use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
the reefs make sounds to help marine animals find food and  attract mates.,prompt,suboptimal,Label_6,,,,,
the presents or absents of noises made by various fishes and other creatures.idk,prompt,suboptimal,Label_6,,,,,
the presents or absents of noises made by various fishes and other creatures.,prompt,suboptimal,Label_6,,,,,
the presence of noises made by other creatures to help benefit themselves to find food and communicate.,test,suboptimal,Label_6,,,,,
"the pop, clicks, whoops , growls and croaks.",prompt,suboptimal,Label_6,,,,,
"the noises could be whoops, growls, clicks, pops, and croaks.",prompt,suboptimal,Label_6,,,,,
"the coral reef makes sounds such as, pops, clicks, whoops, and growls.",prompt,suboptimal,Label_6,,,,,
the communication of the marine animals is shown.,prompt,suboptimal,Label_6,,,,,
"The aquatic life uses it to communicate, find food, and attract partners.",test,suboptimal,Label_6,,,,,
"the animals yous the reef to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"that's the way marine animals  get food, talk to each other, and attract others.",prompt,suboptimal,Label_6,,,,,
"species utilize noises to communicate and locate food, including marine species.",prompt,suboptimal,Label_6,,,,,
reefs make sounds to let others know how they are doing.,prompt,suboptimal,Label_6,,,,,
"pops, clicks, whoops, growls, and croaks.",test,suboptimal,Label_6,,,,,
"Pops, clicks, whoops, growls, and croaks are audible.",prompt,suboptimal,Label_6,,,,,
most of the creatures living in it making different noises.,prompt,suboptimal,Label_6,,,,,
"marine life use these to find food,mates and commuincate",prompt,suboptimal,Label_6,,,,,
"Marine life benefits from coral reefs because they facilitate communication, mating attraction, and food acquisition.",prompt,suboptimal,Label_6,,,,,
"Marine creatures benefit from coral reefs because they use them to communicate, find food, and attract mates.",test,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates,and communicate.",prompt,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates, and communicate.",test,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"marine animals use them to find food, attract mates,  and communicate.",test,suboptimal,Label_6,,,,,
marine animals use them to find food and attract mates.,prompt,suboptimal,Label_6,,,,,
marine animals use them to find food and attract mates so it is very crucial and important to animals.,prompt,suboptimal,Label_6,,,,,
marine animals use them as signals.,prompt,suboptimal,Label_6,,,,,
marine animals use the m as signals.,prompt,suboptimal,Label_6,,,,,
marine animals use sounds to find food,test,suboptimal,Label_6,,,,,
"marine animals can use them to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
marine animal use the sounds to communicate and attract mates.,prompt,suboptimal,Label_6,,,,,
"Many aquatic animals use the noises to communicate, locate food, and attract potential mates.",prompt,suboptimal,Label_6,,,,,
"its easy to detect their issues, it also helps them communicate, and attract mates.",prompt,suboptimal,Label_6,,,,,
it shows that there are lots of different animals living there.,test,suboptimal,Label_6,,,,,
"it shows marine animals to find food,attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"it shows how animals use the sounds to find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
it mating call and calling for food.,prompt,suboptimal,Label_6,,,,,
"it helps them find food, how to attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"it helps the marine life to find food, attract mates and talk.",test,suboptimal,Label_6,,,,,
"it helps the marine animals find food, attract mates and communicate.",prompt,suboptimal,Label_6,,,,,
"it helps marine animals find food, attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
it has a ton of sound that many different animals showing that animals live in it.,prompt,suboptimal,Label_6,,,,,
it has a ton of sound from many different animals that live in it.,prompt,suboptimal,Label_6,,,,,
"It facilitates speech, mating attraction, and food acquisition for aquatic animals.",test,suboptimal,Label_6,,,,,
it can help understand health of coral reefs and how animals can find food and attract mates.,prompt,suboptimal,Label_6,,,,,
it can help monitor and protect the sea and help marine animals find food and communicate.,prompt,suboptimal,Label_6,,,,,
"it can help marine animals find food,attract mates, and communicate.",prompt,suboptimal,Label_6,,,,,
"it can help marine animals communicate, find mates, and find food.",prompt,suboptimal,Label_6,,,,,
